Temp,Densidad,Calor Esp,Cond. Ter.,Dif. Ter.,Visc. Din.,Visc. Cin,Numero de Prandtl
1853,0.1681,1255,0.10668,5.1477E-04,0.00006391,0.0003873688,0.7521
1854,0.1681,1255,0.10671,5.1512E-04,0.00006393,0.0003876384,0.7521
1855,0.1680,1255,0.10674,5.1548E-04,0.00006394,0.000387908,0.7521
1856,0.1679,1255,0.10677,5.1583E-04,0.00006396,0.0003881776,0.7521
1857,0.1678,1255,0.10680,5.1618E-04,0.00006397,0.0003884472,0.7522
1858,0.1677,1255,0.10683,5.1653E-04,0.00006399,0.0003887168,0.7522
1859,0.1676,1256,0.10686,5.1688E-04,0.00006401,0.0003889864,0.7522
1860,0.1675,1256,0.10689,5.1723E-04,0.00006402,0.000389256,0.7522
1861,0.1674,1256,0.10692,5.1758E-04,0.00006404,0.0003895256,0.7522
1862,0.1674,1256,0.10695,5.1793E-04,0.00006406,0.0003897952,0.7522
1863,0.1673,1256,0.10698,5.1829E-04,0.00006407,0.0003900648,0.7522
1864,0.1672,1256,0.10701,5.1864E-04,0.00006409,0.0003903344,0.7522
1865,0.1671,1256,0.10704,5.1899E-04,0.00006410,0.000390604,0.7523
1866,0.1670,1256,0.10707,5.1934E-04,0.00006412,0.0003908736,0.7523
1867,0.1669,1256,0.10710,5.1969E-04,0.00006414,0.0003911432,0.7523
1868,0.1668,1256,0.10713,5.2004E-04,0.00006415,0.0003914128,0.7523
1869,0.1667,1256,0.10716,5.2039E-04,0.00006417,0.0003916824,0.7523
1870,0.1667,1256,0.10719,5.2074E-04,0.00006419,0.000391952,0.7523
1871,0.1666,1256,0.10722,5.2110E-04,0.00006420,0.0003922216,0.7523
1872,0.1665,1256,0.10725,5.2145E-04,0.00006422,0.0003924912,0.7523
1873,0.1664,1256,0.10728,5.2180E-04,0.00006423,0.0003927608,0.7524
1874,0.1663,1256,0.10731,5.2215E-04,0.00006425,0.0003930304,0.7524
1875,0.1662,1257,0.10735,5.2250E-04,0.00006427,0.0003933,0.7524
1876,0.1661,1257,0.10738,5.2285E-04,0.00006428,0.0003935696,0.7524
1877,0.1661,1257,0.10741,5.2320E-04,0.00006430,0.0003938392,0.7524
1878,0.1660,1257,0.10744,5.2355E-04,0.00006432,0.0003941088,0.7524
1879,0.1659,1257,0.10747,5.2390E-04,0.00006433,0.0003943784,0.7524
1880,0.1658,1257,0.10750,5.2426E-04,0.00006435,0.000394648,0.7524
1881,0.1657,1257,0.10753,5.2461E-04,0.00006437,0.0003949176,0.7524
1882,0.1656,1257,0.10756,5.2496E-04,0.00006438,0.0003951872,0.7525
1883,0.1655,1257,0.10759,5.2531E-04,0.00006440,0.0003954568,0.7525
1884,0.1654,1257,0.10762,5.2566E-04,0.00006441,0.0003957264,0.7525
1885,0.1654,1257,0.10765,5.2601E-04,0.00006443,0.000395996,0.7525
1886,0.1653,1257,0.10768,5.2636E-04,0.00006445,0.0003962656,0.7525
1887,0.1652,1257,0.10771,5.2671E-04,0.00006446,0.0003965352,0.7525
1888,0.1651,1257,0.10774,5.2707E-04,0.00006448,0.0003968048,0.7525
1889,0.1650,1257,0.10777,5.2742E-04,0.00006450,0.0003970744,0.7525
1890,0.1649,1257,0.10780,5.2777E-04,0.00006451,0.000397344,0.7526
1891,0.1648,1257,0.10783,5.2812E-04,0.00006453,0.0003976136,0.7526
1892,0.1647,1258,0.10786,5.2847E-04,0.00006454,0.0003978832,0.7526
1893,0.1647,1258,0.10789,5.2882E-04,0.00006456,0.0003981528,0.7526
1894,0.1646,1258,0.10792,5.2917E-04,0.00006458,0.0003984224,0.7526
1895,0.1645,1258,0.10795,5.2952E-04,0.00006459,0.000398692,0.7526
1896,0.1644,1258,0.10798,5.2988E-04,0.00006461,0.0003989616,0.7526
1897,0.1643,1258,0.10801,5.3023E-04,0.00006463,0.0003992312,0.7526
1898,0.1642,1258,0.10804,5.3058E-04,0.00006464,0.0003995008,0.7527
1899,0.1641,1258,0.10807,5.3093E-04,0.00006466,0.0003997704,0.7527
1900,0.1640,1258,0.10810,5.3128E-04,0.00006467,0.00040004,0.7527
1901,0.1640,1258,0.10813,5.3163E-04,0.00006469,0.0004003096,0.7527
1902,0.1639,1258,0.10816,5.3198E-04,0.00006471,0.0004005792,0.7527
1903,0.1638,1258,0.10819,5.3233E-04,0.00006472,0.0004008488,0.7527
1904,0.1637,1258,0.10822,5.3268E-04,0.00006474,0.0004011184,0.7527
1905,0.1636,1258,0.10825,5.3304E-04,0.00006476,0.000401388,0.7527
1906,0.1635,1258,0.10828,5.3339E-04,0.00006477,0.0004016576,0.7528
1907,0.1634,1258,0.10831,5.3374E-04,0.00006479,0.0004019272,0.7528
1908,0.1633,1258,0.10834,5.3409E-04,0.00006480,0.0004021968,0.7528
1909,0.1633,1259,0.10837,5.3444E-04,0.00006482,0.0004024664,0.7528
1910,0.1632,1259,0.10840,5.3479E-04,0.00006484,0.000402736,0.7528
1911,0.1631,1259,0.10844,5.3514E-04,0.00006485,0.0004030056,0.7528
1912,0.1630,1259,0.10847,5.3549E-04,0.00006487,0.0004032752,0.7528
1913,0.1629,1259,0.10850,5.3585E-04,0.00006489,0.0004035448,0.7528
1914,0.1628,1259,0.10853,5.3620E-04,0.00006490,0.0004038144,0.7529
1915,0.1627,1259,0.10856,5.3655E-04,0.00006492,0.000404084,0.7529
1916,0.1626,1259,0.10859,5.3690E-04,0.00006493,0.0004043536,0.7529
1917,0.1626,1259,0.10862,5.3725E-04,0.00006495,0.0004046232,0.7529
1918,0.1625,1259,0.10865,5.3760E-04,0.00006497,0.0004048928,0.7529
1919,0.1624,1259,0.10868,5.3795E-04,0.00006498,0.0004051624,0.7529
1920,0.1623,1259,0.10871,5.3830E-04,0.00006500,0.000405432,0.7529
1921,0.1622,1259,0.10874,5.3866E-04,0.00006502,0.0004057016,0.7529
1922,0.1621,1259,0.10877,5.3901E-04,0.00006503,0.0004059712,0.7529
1923,0.1620,1259,0.10880,5.3936E-04,0.00006505,0.0004062408,0.7530
1924,0.1619,1259,0.10883,5.3971E-04,0.00006506,0.0004065104,0.7530
1925,0.1619,1260,0.10886,5.4006E-04,0.00006508,0.00040678,0.7530
1926,0.1618,1260,0.10889,5.4041E-04,0.00006510,0.0004070496,0.7530
1927,0.1617,1260,0.10892,5.4076E-04,0.00006511,0.0004073192,0.7530
1928,0.1616,1260,0.10895,5.4111E-04,0.00006513,0.0004075888,0.7530
1929,0.1615,1260,0.10898,5.4146E-04,0.00006515,0.0004078584,0.7530
1930,0.1614,1260,0.10901,5.4182E-04,0.00006516,0.000408128,0.7530
1931,0.1613,1260,0.10904,5.4217E-04,0.00006518,0.0004083976,0.7531
1932,0.1612,1260,0.10907,5.4252E-04,0.00006519,0.0004086672,0.7531
1933,0.1612,1260,0.10910,5.4287E-04,0.00006521,0.0004089368,0.7531
1934,0.1611,1260,0.10913,5.4322E-04,0.00006523,0.0004092064,0.7531
1935,0.1610,1260,0.10916,5.4357E-04,0.00006524,0.000409476,0.7531
1936,0.1609,1260,0.10919,5.4392E-04,0.00006526,0.0004097456,0.7531
1937,0.1608,1260,0.10922,5.4427E-04,0.00006528,0.0004100152,0.7531
1938,0.1607,1260,0.10925,5.4463E-04,0.00006529,0.0004102848,0.7531
1939,0.1606,1260,0.10928,5.4498E-04,0.00006531,0.0004105544,0.7532
1940,0.1605,1260,0.10931,5.4533E-04,0.00006532,0.000410824,0.7532
1941,0.1605,1260,0.10934,5.4568E-04,0.00006534,0.0004110936,0.7532
1942,0.1604,1261,0.10937,5.4603E-04,0.00006536,0.0004113632,0.7532
1943,0.1603,1261,0.10940,5.4638E-04,0.00006537,0.0004116328,0.7532
1944,0.1602,1261,0.10943,5.4673E-04,0.00006539,0.0004119024,0.7532
1945,0.1601,1261,0.10946,5.4708E-04,0.00006541,0.000412172,0.7532
1946,0.1600,1261,0.10949,5.4744E-04,0.00006542,0.0004124416,0.7532
1947,0.1599,1261,0.10953,5.4779E-04,0.00006544,0.0004127112,0.7533
1948,0.1598,1261,0.10956,5.4814E-04,0.00006545,0.0004129808,0.7533
1949,0.1598,1261,0.10959,5.4849E-04,0.00006547,0.0004132504,0.7533
1950,0.1597,1261,0.10962,5.4884E-04,0.00006549,0.00041352,0.7533
1951,0.1596,1261,0.10965,5.4919E-04,0.00006550,0.0004137896,0.7533
1952,0.1595,1261,0.10968,5.4954E-04,0.00006552,0.0004140592,0.7533
1953,0.1594,1261,0.10971,5.4989E-04,0.00006554,0.0004143288,0.7533
1954,0.1593,1261,0.10974,5.5024E-04,0.00006555,0.0004145984,0.7533
1955,0.1592,1261,0.10977,5.5060E-04,0.00006557,0.000414868,0.7534
1956,0.1591,1261,0.10980,5.5095E-04,0.00006558,0.0004151376,0.7534
1957,0.1591,1261,0.10983,5.5130E-04,0.00006560,0.0004154072,0.7534
1958,0.1590,1261,0.10986,5.5165E-04,0.00006562,0.0004156768,0.7534
1959,0.1589,1262,0.10989,5.5200E-04,0.00006563,0.0004159464,0.7534
1960,0.1588,1262,0.10992,5.5235E-04,0.00006565,0.000416216,0.7534
1961,0.1587,1262,0.10995,5.5270E-04,0.00006567,0.0004164856,0.7534
1962,0.1586,1262,0.10998,5.5305E-04,0.00006568,0.0004167552,0.7534
1963,0.1585,1262,0.11001,5.5341E-04,0.00006570,0.0004170248,0.7534
1964,0.1584,1262,0.11004,5.5376E-04,0.00006571,0.0004172944,0.7535
1965,0.1584,1262,0.11007,5.5411E-04,0.00006573,0.000417564,0.7535
1966,0.1583,1262,0.11010,5.5446E-04,0.00006575,0.0004178336,0.7535
1967,0.1582,1262,0.11013,5.5481E-04,0.00006576,0.0004181032,0.7535
1968,0.1581,1262,0.11016,5.5516E-04,0.00006578,0.0004183728,0.7535
1969,0.1580,1262,0.11019,5.5551E-04,0.00006580,0.0004186424,0.7535
1970,0.1579,1262,0.11022,5.5586E-04,0.00006581,0.000418912,0.7535
1971,0.1578,1262,0.11025,5.5622E-04,0.00006583,0.0004191816,0.7535
1972,0.1577,1262,0.11028,5.5657E-04,0.00006584,0.0004194512,0.7536
1973,0.1577,1262,0.11031,5.5692E-04,0.00006586,0.0004197208,0.7536
1974,0.1576,1262,0.11034,5.5727E-04,0.00006588,0.0004199904,0.7536
1975,0.1575,1263,0.11037,5.5762E-04,0.00006589,0.00042026,0.7536
1976,0.1574,1263,0.11040,5.5797E-04,0.00006591,0.0004205296,0.7536
1977,0.1573,1263,0.11043,5.5832E-04,0.00006593,0.0004207992,0.7536
1978,0.1572,1263,0.11046,5.5867E-04,0.00006594,0.0004210688,0.7536
1979,0.1571,1263,0.11049,5.5902E-04,0.00006596,0.0004213384,0.7536
1980,0.1570,1263,0.11052,5.5938E-04,0.00006597,0.000421608,0.7537
1981,0.1570,1263,0.11055,5.5973E-04,0.00006599,0.0004218776,0.7537
1982,0.1569,1263,0.11058,5.6008E-04,0.00006601,0.0004221472,0.7537
1983,0.1568,1263,0.11062,5.6043E-04,0.00006602,0.0004224168,0.7537
1984,0.1567,1263,0.11065,5.6078E-04,0.00006604,0.0004226864,0.7537
1985,0.1566,1263,0.11068,5.6113E-04,0.00006606,0.000422956,0.7537
1986,0.1565,1263,0.11071,5.6148E-04,0.00006607,0.0004232256,0.7537
1987,0.1564,1263,0.11074,5.6183E-04,0.00006609,0.0004234952,0.7537
1988,0.1563,1263,0.11077,5.6219E-04,0.00006610,0.0004237648,0.7538
1989,0.1563,1263,0.11080,5.6254E-04,0.00006612,0.0004240344,0.7538
1990,0.1562,1263,0.11083,5.6289E-04,0.00006614,0.000424304,0.7538
1991,0.1561,1263,0.11086,5.6324E-04,0.00006615,0.0004245736,0.7538
1992,0.1560,1264,0.11089,5.6359E-04,0.00006617,0.0004248432,0.7538
1993,0.1559,1264,0.11092,5.6394E-04,0.00006619,0.0004251128,0.7538
1994,0.1558,1264,0.11095,5.6429E-04,0.00006620,0.0004253824,0.7538
1995,0.1557,1264,0.11098,5.6464E-04,0.00006622,0.000425652,0.7538
1996,0.1556,1264,0.11101,5.6500E-04,0.00006623,0.0004259216,0.7539
1997,0.1556,1264,0.11104,5.6535E-04,0.00006625,0.0004261912,0.7539
1998,0.1555,1264,0.11107,5.6570E-04,0.00006627,0.0004264608,0.7539
1999,0.1554,1264,0.11110,5.6605E-04,0.00006628,0.0004267304,0.7539
2000,0.1553,1264,0.11113,0.0005664,0.00006630,0.000427,0.7539
